Month,Day,Hour,SGP_ARM_Fixed_Tilt,SGP_ARM_Single-Axis,SGP_ARM_Dual-Axis,SGP_ARM_Vertical_Bifacial,SGP_NSRDB_Fixed_Tilt,SGP_NSRDB_Single-Axis,SGP_NSRDB_Dual-Axis,SGP_NSRDB_Vertical_Bifacial
4,18,9,325.2738568378793,402.7998637954409,426.0942230386874,364.31536838198497,-0.0,-0.0,-0.0,-0.0
4,18,10,678.4581956399138,730.5542472563125,779.6755748404385,508.5735310203572,-0.0,-0.0,-0.0,-0.0
4,18,11,758.5820159944067,726.1311201193939,791.63759682661,327.1878183856617,-0.0,-0.0,-0.0,-0.0
4,18,12,793.8435575971149,730.6906940645944,804.2090686691884,172.44694796156531,51.046754816521315,45.58421461275281,51.97582578785882,6.820215434539912
4,18,13,756.5666188379219,727.4877835686524,791.2650937896492,293.10066994757125,491.58621751937153,470.0586516476317,517.6537042977501,152.22831988632024
4,18,14,662.3630105680458,714.4218124687993,762.2095097665818,434.08521738723977,616.7414311069311,672.4147231708992,720.5991068363888,342.20116371835877
4,18,15,571.1223497326336,737.1767556357225,771.732752008885,550.2161521117595,587.4055369741928,790.936477121421,825.8911233733938,505.365839942385
4,18,16,407.85369785502115,666.5688339372024,702.4960273832291,557.7597754348037,469.0158363838127,833.3333333333334,833.3333333333334,631.5237136804164
4,18,17,140.04334921557086,235.8619232710721,249.1490741768805,226.26795118586932,249.70652955153932,833.3333333333334,833.3333333333334,695.1539453621979
4,18,18,45.41228425471382,429.69329481254607,586.4125784405593,216.7860042389387,59.198858642176845,357.8363875963388,815.2882252274359,271.42059525236715
4,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
